,Village,District,Region,Population
565,Scott,Blantyre,South,1139.4444444444443
566,Scott,Blantyre,South,2020.8686868686868
567,Semu,Blantyre,South,1139.4444444444443
568,Semu,Blantyre,South,2020.8686868686868
569,Sigerege,Blantyre,South,1139.4444444444443
570,Sigerege,Blantyre,South,2020.8686868686868
571,Singano,Blantyre,South,1139.4444444444443
572,Singano,Blantyre,South,2020.8686868686868
573,Somba,Blantyre,South,1139.4444444444443
574,Somba,Blantyre,South,2020.8686868686868
575,Sompho,Blantyre,South,1139.4444444444443
576,Sompho,Blantyre,South,2020.8686868686868
577,Staya,Blantyre,South,1139.4444444444443
578,Staya,Blantyre,South,2020.8686868686868
579,Steven,Blantyre,South,1139.4444444444443
580,Steven,Blantyre,South,2020.8686868686868
581,Sukali,Blantyre,South,1139.4444444444443
582,Sukali,Blantyre,South,2020.8686868686868
583,Suya,Blantyre,South,1139.4444444444443
584,Suya,Blantyre,South,2020.8686868686868
585,Tayamika,Blantyre,South,1139.4444444444443
586,Tayamika,Blantyre,South,2020.8686868686868
587,Thombera,Blantyre,South,1139.4444444444443
588,Thombera,Blantyre,South,2020.8686868686868
589,Tsoka,Blantyre,South,1139.4444444444443
590,Tsoka,Blantyre,South,2020.8686868686868
591,Twaya,Blantyre,South,1139.4444444444443
592,Twaya,Blantyre,South,2020.8686868686868
593,Undani,Blantyre,South,1139.4444444444443
594,Undani,Blantyre,South,2020.8686868686868
595,Undi,Blantyre,South,1139.4444444444443
596,Undi,Blantyre,South,2020.8686868686868
597,Whayo,Blantyre,South,1139.4444444444443
598,Whayo,Blantyre,South,2020.8686868686868
599,Wilison,Blantyre,South,1139.4444444444443
600,Wilison,Blantyre,South,2020.8686868686868
601,William,Blantyre,South,1139.4444444444443
602,William,Blantyre,South,2020.8686868686868
603,Wilson,Blantyre,South,1139.4444444444443
604,Wilson,Blantyre,South,2020.8686868686868
605,Wisikemu,Blantyre,South,1139.4444444444443
606,Wisikemu,Blantyre,South,2020.8686868686868
607,Wisiki,Blantyre,South,1139.4444444444443
608,Wisiki,Blantyre,South,2020.8686868686868
609,Zingwangwa Township,Blantyre,South,1139.4444444444443
610,Zingwangwa Township,Blantyre,South,2020.8686868686868
611,Zonsezi,Blantyre,South,1139.4444444444443
612,Zonsezi,Blantyre,South,2020.8686868686868
613,Alufandika,Chikwawa,South,2837.608040201005
614,Austine,Chikwawa,South,2837.608040201005
615,Bapton,Chikwawa,South,2837.608040201005
616,Beka,Chikwawa,South,2837.608040201005
617,Belethe,Chikwawa,South,2837.608040201005
618,Bello,Chikwawa,South,2837.608040201005
619,Benito,Chikwawa,South,2837.608040201005
620,Billy,Chikwawa,South,2837.608040201005
621,Bismon,Chikwawa,South,2837.608040201005
622,Bround,Chikwawa,South,2837.608040201005
623,Bwalo,Chikwawa,South,2837.608040201005
624,Chagambatuka,Chikwawa,South,2837.608040201005
625,Chakadza,Chikwawa,South,2837.608040201005
626,Chakumanika,Chikwawa,South,2837.608040201005
627,Chaleka,Chikwawa,South,2837.608040201005
628,Chambuluka,Chikwawa,South,2837.608040201005
629,Chang'ambika,Chikwawa,South,2837.608040201005
630,Changadeya,Chikwawa,South,2837.608040201005
631,Changoima,Chikwawa,South,2837.608040201005
632,Chaola,Chikwawa,South,2837.608040201005
633,Chaonanjiwa,Chikwawa,South,2837.608040201005
634,Chapepa,Chikwawa,South,2837.608040201005
635,Chaphata,Chikwawa,South,2837.608040201005
636,Chapomoka,Chikwawa,South,2837.608040201005
637,Chatala,Chikwawa,South,2837.608040201005
638,Chazia,Chikwawa,South,2837.608040201005
639,Chibwalizo,Chikwawa,South,2837.608040201005
640,Chikweu,Chikwawa,South,2837.608040201005
641,Chimphepo,Chikwawa,South,2837.608040201005
642,Chinangwa,Chikwawa,South,2837.608040201005
643,Chingamuka,Chikwawa,South,2837.608040201005
644,Chinkole,Chikwawa,South,2837.608040201005
645,Chipakuza,Chikwawa,South,2837.608040201005
646,Chipeta,Chikwawa,South,2837.608040201005
647,Chiphazi,Chikwawa,South,2837.608040201005
648,Chipwaila II,Chikwawa,South,2837.608040201005
649,Chiromo,Chikwawa,South,2837.608040201005
650,Chithumba,Chikwawa,South,2837.608040201005
651,Chitungwani,Chikwawa,South,2837.608040201005
652,Chokha,Chikwawa,South,2837.608040201005
653,Dausi,Chikwawa,South,2837.608040201005
654,Delifa,Chikwawa,South,2837.608040201005
655,Diwa,Chikwawa,South,2837.608040201005
656,Dwanya,Chikwawa,South,2837.608040201005
657,Dzenje,Chikwawa,South,2837.608040201005
658,Dzimphonje,Chikwawa,South,2837.608040201005
659,Dziwazina,Chikwawa,South,2837.608040201005
660,Evance,Chikwawa,South,2837.608040201005
661,Finiasi,Chikwawa,South,2837.608040201005
662,Fodya,Chikwawa,South,2837.608040201005
663,Fombe,Chikwawa,South,2837.608040201005
664,Frank,Chikwawa,South,2837.608040201005
665,Gaga,Chikwawa,South,2837.608040201005
666,Ganamba,Chikwawa,South,2837.608040201005
667,Golasi,Chikwawa,South,2837.608040201005
668,Gonda,Chikwawa,South,2837.608040201005
669,Illovo Sugar Company,Chikwawa,South,2837.608040201005
670,Illovo Sugar Estate,Chikwawa,South,2837.608040201005
671,Ingadzi,Chikwawa,South,2837.608040201005
672,Jacksoni,Chikwawa,South,2837.608040201005
673,Jasi,Chikwawa,South,2837.608040201005
674,Jasi Chaphata,Chikwawa,South,2837.608040201005
675,Jasi Chindoko,Chikwawa,South,2837.608040201005
676,Jogo,Chikwawa,South,2837.608040201005
677,John,Chikwawa,South,2837.608040201005
678,Jonamu,Chikwawa,South,2837.608040201005
679,Jonasi,Chikwawa,South,2837.608040201005
680,Joni,Chikwawa,South,2837.608040201005
681,July,Chikwawa,South,2837.608040201005
682,Kabudula,Chikwawa,South,2837.608040201005
683,Kabwatika,Chikwawa,South,2837.608040201005
684,Kadulira,Chikwawa,South,2837.608040201005
685,Kajao,Chikwawa,South,2837.608040201005
686,Kalawire,Chikwawa,South,2837.608040201005
687,Kalima,Chikwawa,South,2837.608040201005
688,Kampani,Chikwawa,South,2837.608040201005
689,Kampomo,Chikwawa,South,2837.608040201005
690,Kandeu,Chikwawa,South,2837.608040201005
691,Kandikole,Chikwawa,South,2837.608040201005
692,Kanyimbili,Chikwawa,South,2837.608040201005
693,Kanzimbi,Chikwawa,South,2837.608040201005
694,Kapichira,Chikwawa,South,2837.608040201005
695,Kavalo,Chikwawa,South,2837.608040201005
696,Khokhwa,Chikwawa,South,2837.608040201005
697,Khundu,Chikwawa,South,2837.608040201005
698,Khwicho,Chikwawa,South,2837.608040201005
699,Konzere,Chikwawa,South,2837.608040201005
700,Kubalalika ll,Chikwawa,South,2837.608040201005
701,Kumwembe,Chikwawa,South,2837.608040201005
702,Kungoma,Chikwawa,South,2837.608040201005
703,Kusala,Chikwawa,South,2837.608040201005
704,Kusaya,Chikwawa,South,2837.608040201005
705,Kutama,Chikwawa,South,2837.608040201005
706,Kuwani,Chikwawa,South,2837.608040201005
707,Liston,Chikwawa,South,2837.608040201005
708,Lombe,Chikwawa,South,2837.608040201005
709,Lyton,Chikwawa,South,2837.608040201005
710,Mafale,Chikwawa,South,2837.608040201005
711,Mafumbi,Chikwawa,South,2837.608040201005
712,Maganga ll,Chikwawa,South,2837.608040201005
713,Malata,Chikwawa,South,2837.608040201005
714,Malemia,Chikwawa,South,2837.608040201005
715,Maluwati,Chikwawa,South,2837.608040201005
716,Mandrade,Chikwawa,South,2837.608040201005
717,Manjolo,Chikwawa,South,2837.608040201005
718,Masache,Chikwawa,South,2837.608040201005
719,Matchona I,Chikwawa,South,2837.608040201005
720,Matelekela,Chikwawa,South,2837.608040201005
721,Matengambiri,Chikwawa,South,2837.608040201005
722,Matimati,Chikwawa,South,2837.608040201005
723,Mazongoza,Chikwawa,South,2837.608040201005
724,Mbendelana,Chikwawa,South,2837.608040201005
725,Mbingwani,Chikwawa,South,2837.608040201005
726,Mchacha,Chikwawa,South,2837.608040201005
727,Mgwinya,Chikwawa,South,2837.608040201005
728,Migano,Chikwawa,South,2837.608040201005
729,Misiri,Chikwawa,South,2837.608040201005
730,Misomali,Chikwawa,South,2837.608040201005
731,Mitengo,Chikwawa,South,2837.608040201005
732,Mkwana,Chikwawa,South,2837.608040201005
733,Mlangeni,Chikwawa,South,2837.608040201005
734,Mleza,Chikwawa,South,2837.608040201005
735,Mmodzi,Chikwawa,South,2837.608040201005
736,Molgen I,Chikwawa,South,2837.608040201005
737,Morgen,Chikwawa,South,2837.608040201005
738,Moses,Chikwawa,South,2837.608040201005
739,Mpangowalimba,Chikwawa,South,2837.608040201005
740,Mphampha,Chikwawa,South,2837.608040201005
741,Mphanda,Chikwawa,South,2837.608040201005
742,Mphonde,Chikwawa,South,2837.608040201005
743,Mtemera,Chikwawa,South,2837.608040201005
744,Mtombosora,Chikwawa,South,2837.608040201005
745,Muonda,Chikwawa,South,2837.608040201005
746,Muyambutsa,Chikwawa,South,2837.608040201005
747,Mwalija,Chikwawa,South,2837.608040201005
748,Mwanayaya,Chikwawa,South,2837.608040201005
749,Mwita,Chikwawa,South,2837.608040201005
750,Namatchuwa,Chikwawa,South,2837.608040201005
751,Nankapa,Chikwawa,South,2837.608040201005
752,Nankumba,Chikwawa,South,2837.608040201005
753,Ndakwera,Chikwawa,South,2837.608040201005
754,Ndelema,Chikwawa,South,2837.608040201005
755,Nedi,Chikwawa,South,2837.608040201005
756,Nenenji,Chikwawa,South,2837.608040201005
757,Ng'ombe,Chikwawa,South,2837.608040201005
758,Ngabu Trading Center,Chikwawa,South,2837.608040201005
759,Ngondo,Chikwawa,South,2837.608040201005
760,Njobvuyalema l,Chikwawa,South,2837.608040201005
761,Nkadana,Chikwawa,South,2837.608040201005
762,Nkanyoza,Chikwawa,South,2837.608040201005
763,Nkhalamba,Chikwawa,South,2837.608040201005
764,Nkhungubwe,Chikwawa,South,2837.608040201005
765,Nkhwazi,Chikwawa,South,2837.608040201005
766,Nsaliva l,Chikwawa,South,2837.608040201005
767,Nsangwe,Chikwawa,South,2837.608040201005
768,Nsomo,Chikwawa,South,2837.608040201005
769,Ntayamanja,Chikwawa,South,2837.608040201005
770,Ntondeza,Chikwawa,South,2837.608040201005
771,Ntonthola,Chikwawa,South,2837.608040201005
772,Nyambalo,Chikwawa,South,2837.608040201005
773,Nyambiro,Chikwawa,South,2837.608040201005
774,Nyambo,Chikwawa,South,2837.608040201005
775,Nyan'deka,Chikwawa,South,2837.608040201005
776,Nyangu,Chikwawa,South,2837.608040201005
777,Nyaulombo,Chikwawa,South,2837.608040201005
778,Paiva,Chikwawa,South,2837.608040201005
779,Pakamwasunga,Chikwawa,South,2837.608040201005
780,Patalawo,Chikwawa,South,2837.608040201005
781,Patsani,Chikwawa,South,2837.608040201005
782,Pende,Chikwawa,South,2837.608040201005
783,Puti,Chikwawa,South,2837.608040201005
784,Robert,Chikwawa,South,2837.608040201005
785,Salabeni,Chikwawa,South,2837.608040201005
786,Samu,Chikwawa,South,2837.608040201005
787,Sande,Chikwawa,South,2837.608040201005
788,Saopa,Chikwawa,South,2837.608040201005
789,Sheki,Chikwawa,South,2837.608040201005
790,Silla,Chikwawa,South,2837.608040201005
791,Singano,Chikwawa,South,2837.608040201005
792,Supuni,Chikwawa,South,2837.608040201005
793,Suweni,Chikwawa,South,2837.608040201005
794,Tabwa,Chikwawa,South,2837.608040201005
795,Thembedza,Chikwawa,South,2837.608040201005
796,Thendo,Chikwawa,South,2837.608040201005
797,Therere,Chikwawa,South,2837.608040201005
798,Thimba,Chikwawa,South,2837.608040201005
799,Thom II,Chikwawa,South,2837.608040201005
800,Thudzu,Chikwawa,South,2837.608040201005
801,Timbenawo,Chikwawa,South,2837.608040201005
802,Tizola,Chikwawa,South,2837.608040201005
803,Tokhwe,Chikwawa,South,2837.608040201005
804,Tomasi,Chikwawa,South,2837.608040201005
805,Toseni,Chikwawa,South,2837.608040201005
806,Utumbe,Chikwawa,South,2837.608040201005
807,Wille,Chikwawa,South,2837.608040201005
808,Wizalamu,Chikwawa,South,2837.608040201005
809,Zilipaine,Chikwawa,South,2837.608040201005
810,Zimora,Chikwawa,South,2837.608040201005
811,Zyuda,Chikwawa,South,2837.608040201005
812,Balakasi,Chiradzulu,South,2949.380165289256
813,Bandawe,Chiradzulu,South,2949.380165289256
814,Beni,Chiradzulu,South,2949.380165289256
815,Bonongwe,Chiradzulu,South,2949.380165289256
816,Chabwera,Chiradzulu,South,2949.380165289256
817,Chakachadza,Chiradzulu,South,2949.380165289256
818,Chakwiya,Chiradzulu,South,2949.380165289256
819,Chapamba,Chiradzulu,South,2949.380165289256
820,Chelewani,Chiradzulu,South,2949.380165289256
821,Cheta,Chiradzulu,South,2949.380165289256
822,Chibwana,Chiradzulu,South,2949.380165289256
823,Chikaonda,Chiradzulu,South,2949.380165289256
824,Chikoja,Chiradzulu,South,2949.380165289256
825,Chikwakwata,Chiradzulu,South,2949.380165289256
826,Chilimani,Chiradzulu,South,2949.380165289256
827,Chisowire,Chiradzulu,South,2949.380165289256
828,Chitambuli,Chiradzulu,South,2949.380165289256
829,Chitera,Chiradzulu,South,2949.380165289256
830,Chituta,Chiradzulu,South,2949.380165289256
831,Chiuta,Chiradzulu,South,2949.380165289256
832,Dyanyama,Chiradzulu,South,2949.380165289256
833,Ganiza,Chiradzulu,South,2949.380165289256
834,Golodeni,Chiradzulu,South,2949.380165289256
835,Gomani,Chiradzulu,South,2949.380165289256
836,Goniwa,Chiradzulu,South,2949.380165289256
837,Jekete,Chiradzulu,South,2949.380165289256
838,John Kamete,Chiradzulu,South,2949.380165289256
839,Juwa,Chiradzulu,South,2949.380165289256
840,Kabango,Chiradzulu,South,2949.380165289256
841,Kabvina,Chiradzulu,South,2949.380165289256
842,Kachaga,Chiradzulu,South,2949.380165289256
843,Kachele,Chiradzulu,South,2949.380165289256
844,Kadewere,Chiradzulu,South,2949.380165289256
845,Kadzombe,Chiradzulu,South,2949.380165289256
846,Kaenda,Chiradzulu,South,2949.380165289256
847,Kalanje,Chiradzulu,South,2949.380165289256
848,Kamala,Chiradzulu,South,2949.380165289256
849,Kanyenda,Chiradzulu,South,2949.380165289256
850,Kapeya,Chiradzulu,South,2949.380165289256
851,Kasani,Chiradzulu,South,2949.380165289256
852,Katopola,Chiradzulu,South,2949.380165289256
853,Kazembe,Chiradzulu,South,2949.380165289256
854,Kenani,Chiradzulu,South,2949.380165289256
855,Kholomana,Chiradzulu,South,2949.380165289256
856,Khoromana,Chiradzulu,South,2949.380165289256
857,Khuvinda,Chiradzulu,South,2949.380165289256
858,Khwinjiwa,Chiradzulu,South,2949.380165289256
859,Kukhumula,Chiradzulu,South,2949.380165289256
860,Kumchema,Chiradzulu,South,2949.380165289256
861,Lihiro,Chiradzulu,South,2949.380165289256
862,Likhomo,Chiradzulu,South,2949.380165289256
863,M'gunda,Chiradzulu,South,2949.380165289256
864,Majikuta,Chiradzulu,South,2949.380165289256
865,Malaya,Chiradzulu,South,2949.380165289256
866,Malika,Chiradzulu,South,2949.380165289256
867,Malikampenya,Chiradzulu,South,2949.380165289256
868,Malinga,Chiradzulu,South,2949.380165289256
869,Maloya,Chiradzulu,South,2949.380165289256
870,Maluwa,Chiradzulu,South,2949.380165289256
871,Maoni,Chiradzulu,South,2949.380165289256
872,Masala,Chiradzulu,South,2949.380165289256
873,Masanjala,Chiradzulu,South,2949.380165289256
874,Masikini,Chiradzulu,South,2949.380165289256
875,Masiku,Chiradzulu,South,2949.380165289256
876,Masuku,Chiradzulu,South,2949.380165289256
877,Mataka,Chiradzulu,South,2949.380165289256
878,Matengo,Chiradzulu,South,2949.380165289256
879,Matope,Chiradzulu,South,2949.380165289256
880,Matowe,Chiradzulu,South,2949.380165289256
881,Matuta,Chiradzulu,South,2949.380165289256
882,Maulana,Chiradzulu,South,2949.380165289256
883,Mauwa,Chiradzulu,South,2949.380165289256
884,Mbindula,Chiradzulu,South,2949.380165289256
885,Mbunda,Chiradzulu,South,2949.380165289256
886,Misomali,Chiradzulu,South,2949.380165289256
887,Mitepa,Chiradzulu,South,2949.380165289256
888,Mitete,Chiradzulu,South,2949.380165289256
889,Mitole,Chiradzulu,South,2949.380165289256
890,Mng'omba,Chiradzulu,South,2949.380165289256
891,Mokowa,Chiradzulu,South,2949.380165289256
892,Mpezeni,Chiradzulu,South,2949.380165289256
893,Mpira,Chiradzulu,South,2949.380165289256
894,Mpotola,Chiradzulu,South,2949.380165289256
895,Muhasuwa,Chiradzulu,South,2949.380165289256
896,Muliya,Chiradzulu,South,2949.380165289256
897,Munyapa,Chiradzulu,South,2949.380165289256
898,Mwenye,Chiradzulu,South,2949.380165289256
899,Mwethewa,Chiradzulu,South,2949.380165289256
900,Mwineya,Chiradzulu,South,2949.380165289256
901,Mzembere,Chiradzulu,South,2949.380165289256
902,Nakuba I,Chiradzulu,South,2949.380165289256
903,Namala,Chiradzulu,South,2949.380165289256
904,Nankhumwa,Chiradzulu,South,2949.380165289256
905,Nawani,Chiradzulu,South,2949.380165289256
906,Nchocholo,Chiradzulu,South,2949.380165289256
907,Ndanga,Chiradzulu,South,2949.380165289256
908,Ngolanga,Chiradzulu,South,2949.380165289256
909,Ngwale,Chiradzulu,South,2949.380165289256
910,Njaya,Chiradzulu,South,2949.380165289256
911,Nkalo,Chiradzulu,South,2949.380165289256
912,Nkhwayi,Chiradzulu,South,2949.380165289256
913,Nsanja,Chiradzulu,South,2949.380165289256
914,Nsiya,Chiradzulu,South,2949.380165289256
915,Nsokanya,Chiradzulu,South,2949.380165289256
916,Nsomela,Chiradzulu,South,2949.380165289256
917,Ntchema,Chiradzulu,South,2949.380165289256
918,Ntope,Chiradzulu,South,2949.380165289256
919,Nyalugwe,Chiradzulu,South,2949.380165289256
920,Nyasa,Chiradzulu,South,2949.380165289256
921,Nyenga,Chiradzulu,South,2949.380165289256
922,Peter Nkoola,Chiradzulu,South,2949.380165289256
923,Pheruwa,Chiradzulu,South,2949.380165289256
924,Poya,Chiradzulu,South,2949.380165289256
925,Putheya,Chiradzulu,South,2949.380165289256
926,Sabola,Chiradzulu,South,2949.380165289256
927,Samikwa,Chiradzulu,South,2949.380165289256
928,Sawali,Chiradzulu,South,2949.380165289256
929,Selemani,Chiradzulu,South,2949.380165289256
930,Thom,Chiradzulu,South,2949.380165289256
931,Ulaya,Chiradzulu,South,2949.380165289256
932,Zalengera,Chiradzulu,South,2949.380165289256
933,Adam,Chitipa,North,1515.6580645161291
934,Adam II,Chitipa,North,1515.6580645161291
935,Alisala,Chitipa,North,1515.6580645161291
936,Amon II,Chitipa,North,1515.6580645161291
937,Amos,Chitipa,North,1515.6580645161291
938,Bale,Chitipa,North,1515.6580645161291
939,Bugulira,Chitipa,North,1515.6580645161291
940,Bugulu,Chitipa,North,1515.6580645161291
941,Chagwambala,Chitipa,North,1515.6580645161291
942,Chaingo,Chitipa,North,1515.6580645161291
943,Chaseteka,Chitipa,North,1515.6580645161291
944,Chendo,Chitipa,North,1515.6580645161291
945,Chilambweni I,Chitipa,North,1515.6580645161291
946,Chimanga,Chitipa,North,1515.6580645161291
947,Chimphusu,Chitipa,North,1515.6580645161291
948,Chindamba,Chitipa,North,1515.6580645161291
949,Chipwera,Chitipa,North,1515.6580645161291
950,Chisenga,Chitipa,North,1515.6580645161291
951,Chiwerewere,Chitipa,North,1515.6580645161291
952,Chiziwa,Chitipa,North,1515.6580645161291
953,David,Chitipa,North,1515.6580645161291
954,Donadi,Chitipa,North,1515.6580645161291
955,Dymon,Chitipa,North,1515.6580645161291
956,Edward,Chitipa,North,1515.6580645161291
957,Eneya,Chitipa,North,1515.6580645161291
958,Flyson,Chitipa,North,1515.6580645161291
959,Gamba,Chitipa,North,1515.6580645161291
960,Guza,Chitipa,North,1515.6580645161291
961,Iburuma,Chitipa,North,1515.6580645161291
962,Ibuzgya,Chitipa,North,1515.6580645161291
963,Ifumbo,Chitipa,North,1515.6580645161291
964,Ipenza III,Chitipa,North,1515.6580645161291
965,Ipenza IV,Chitipa,North,1515.6580645161291
966,Iyanga,Chitipa,North,1515.6580645161291
967,Iyanga I,Chitipa,North,1515.6580645161291
968,Iyela,Chitipa,North,1515.6580645161291
969,Jalawe,Chitipa,North,1515.6580645161291
970,James I,Chitipa,North,1515.6580645161291
971,James Kameme III,Chitipa,North,1515.6580645161291
972,Jekap,Chitipa,North,1515.6580645161291
973,Jodi,Chitipa,North,1515.6580645161291
974,Jonas,Chitipa,North,1515.6580645161291
975,Jonasi I,Chitipa,North,1515.6580645161291
976,Josephi,Chitipa,North,1515.6580645161291
977,Kabilangwa,Chitipa,North,1515.6580645161291
978,Kachulu,Chitipa,North,1515.6580645161291
979,Kafola,Chitipa,North,1515.6580645161291
980,Kalowe,Chitipa,North,1515.6580645161291
981,Kankhusa,Chitipa,North,1515.6580645161291
982,Kanyaru,Chitipa,North,1515.6580645161291
983,Kanyenjere,Chitipa,North,1515.6580645161291
984,Kapelemera,Chitipa,North,1515.6580645161291
