,Officer_Code,ApptType_Code,Facility_Type,FacilityType,Time,Officer
371,D03,TBNew,Central_Hospital,Dispensary,0.0,Dental Assistant
372,C01,TBNew,Central_Hospital,Dispensary,0.0,Mental Health Staff
373,T01,TBNew,Central_Hospital,Dispensary,0.0,Nutrition Staff
374,R01,TBNew,Central_Hospital,Dispensary,0.0,Radiographer
375,R02,TBNew,Central_Hospital,Dispensary,0.0,Radiography Technician
376,R03,TBNew,Central_Hospital,Dispensary,0.0,Sonographer
377,R04,TBNew,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
378,M01,TBFollowUp,Central_Hospital,Dispensary,2.5,Medical officer
379,M02,TBFollowUp,Central_Hospital,Dispensary,2.5,Clinical Officer
380,N01,TBFollowUp,Central_Hospital,Dispensary,11.25,Nurse Officer
381,N02,TBFollowUp,Central_Hospital,Dispensary,5.25,Md Wife Tech
382,M03,TBFollowUp,Central_Hospital,Dispensary,0.0,Med. Assistant
383,P01,TBFollowUp,Central_Hospital,Dispensary,1.5,Pharmacist
384,P02,TBFollowUp,Central_Hospital,Dispensary,1.5,Pharm Technician
385,P03,TBFollowUp,Central_Hospital,Dispensary,0.0,Pharm Assist
386,L01,TBFollowUp,Central_Hospital,Dispensary,0.0,Lab Officer
387,L02,TBFollowUp,Central_Hospital,Dispensary,0.0,Lab Technocian
388,L03,TBFollowUp,Central_Hospital,Dispensary,0.0,Lab Assist
389,E01,TBFollowUp,Central_Hospital,Dispensary,0.0,DCSA
390,D01,TBFollowUp,Central_Hospital,Dispensary,0.0,Dental Officer
391,D02,TBFollowUp,Central_Hospital,Dispensary,0.0,Dental Therapist
392,D03,TBFollowUp,Central_Hospital,Dispensary,0.0,Dental Assistant
393,C01,TBFollowUp,Central_Hospital,Dispensary,0.0,Mental Health Staff
394,T01,TBFollowUp,Central_Hospital,Dispensary,0.0,Nutrition Staff
395,R01,TBFollowUp,Central_Hospital,Dispensary,0.0,Radiographer
396,R02,TBFollowUp,Central_Hospital,Dispensary,0.0,Radiography Technician
397,R03,TBFollowUp,Central_Hospital,Dispensary,0.0,Sonographer
398,R04,TBFollowUp,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
399,M01,VCTNegative,Central_Hospital,Dispensary,0.0,Medical officer
400,M02,VCTNegative,Central_Hospital,Dispensary,0.0,Clinical Officer
401,N01,VCTNegative,Central_Hospital,Dispensary,0.0,Nurse Officer
402,N02,VCTNegative,Central_Hospital,Dispensary,20.0,Md Wife Tech
403,M03,VCTNegative,Central_Hospital,Dispensary,0.0,Med. Assistant
404,P01,VCTNegative,Central_Hospital,Dispensary,0.0,Pharmacist
405,P02,VCTNegative,Central_Hospital,Dispensary,0.0,Pharm Technician
406,P03,VCTNegative,Central_Hospital,Dispensary,0.0,Pharm Assist
407,L01,VCTNegative,Central_Hospital,Dispensary,0.0,Lab Officer
408,L02,VCTNegative,Central_Hospital,Dispensary,0.0,Lab Technocian
409,L03,VCTNegative,Central_Hospital,Dispensary,0.0,Lab Assist
410,E01,VCTNegative,Central_Hospital,Dispensary,0.0,DCSA
411,D01,VCTNegative,Central_Hospital,Dispensary,0.0,Dental Officer
412,D02,VCTNegative,Central_Hospital,Dispensary,0.0,Dental Therapist
413,D03,VCTNegative,Central_Hospital,Dispensary,0.0,Dental Assistant
414,C01,VCTNegative,Central_Hospital,Dispensary,0.0,Mental Health Staff
415,T01,VCTNegative,Central_Hospital,Dispensary,0.0,Nutrition Staff
416,R01,VCTNegative,Central_Hospital,Dispensary,0.0,Radiographer
417,R02,VCTNegative,Central_Hospital,Dispensary,0.0,Radiography Technician
418,R03,VCTNegative,Central_Hospital,Dispensary,0.0,Sonographer
419,R04,VCTNegative,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
420,M01,VCTPositive,Central_Hospital,Dispensary,0.0,Medical officer
421,M02,VCTPositive,Central_Hospital,Dispensary,0.0,Clinical Officer
422,N01,VCTPositive,Central_Hospital,Dispensary,0.0,Nurse Officer
423,N02,VCTPositive,Central_Hospital,Dispensary,35.0,Md Wife Tech
424,M03,VCTPositive,Central_Hospital,Dispensary,0.0,Med. Assistant
425,P01,VCTPositive,Central_Hospital,Dispensary,0.0,Pharmacist
426,P02,VCTPositive,Central_Hospital,Dispensary,0.0,Pharm Technician
427,P03,VCTPositive,Central_Hospital,Dispensary,0.0,Pharm Assist
428,L01,VCTPositive,Central_Hospital,Dispensary,0.0,Lab Officer
429,L02,VCTPositive,Central_Hospital,Dispensary,0.0,Lab Technocian
430,L03,VCTPositive,Central_Hospital,Dispensary,0.0,Lab Assist
431,E01,VCTPositive,Central_Hospital,Dispensary,0.0,DCSA
432,D01,VCTPositive,Central_Hospital,Dispensary,0.0,Dental Officer
433,D02,VCTPositive,Central_Hospital,Dispensary,0.0,Dental Therapist
434,D03,VCTPositive,Central_Hospital,Dispensary,0.0,Dental Assistant
435,C01,VCTPositive,Central_Hospital,Dispensary,0.0,Mental Health Staff
436,T01,VCTPositive,Central_Hospital,Dispensary,0.0,Nutrition Staff
437,R01,VCTPositive,Central_Hospital,Dispensary,0.0,Radiographer
438,R02,VCTPositive,Central_Hospital,Dispensary,0.0,Radiography Technician
439,R03,VCTPositive,Central_Hospital,Dispensary,0.0,Sonographer
440,R04,VCTPositive,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
441,M01,MaleCirc,Central_Hospital,Dispensary,10.0,Medical officer
442,M02,MaleCirc,Central_Hospital,Dispensary,10.0,Clinical Officer
443,N01,MaleCirc,Central_Hospital,Dispensary,0.0,Nurse Officer
444,N02,MaleCirc,Central_Hospital,Dispensary,20.0,Md Wife Tech
445,M03,MaleCirc,Central_Hospital,Dispensary,0.0,Med. Assistant
446,P01,MaleCirc,Central_Hospital,Dispensary,0.0,Pharmacist
447,P02,MaleCirc,Central_Hospital,Dispensary,0.0,Pharm Technician
448,P03,MaleCirc,Central_Hospital,Dispensary,0.0,Pharm Assist
449,L01,MaleCirc,Central_Hospital,Dispensary,0.0,Lab Officer
450,L02,MaleCirc,Central_Hospital,Dispensary,0.0,Lab Technocian
451,L03,MaleCirc,Central_Hospital,Dispensary,0.0,Lab Assist
452,E01,MaleCirc,Central_Hospital,Dispensary,0.0,DCSA
453,D01,MaleCirc,Central_Hospital,Dispensary,0.0,Dental Officer
454,D02,MaleCirc,Central_Hospital,Dispensary,0.0,Dental Therapist
455,D03,MaleCirc,Central_Hospital,Dispensary,0.0,Dental Assistant
456,C01,MaleCirc,Central_Hospital,Dispensary,0.0,Mental Health Staff
457,T01,MaleCirc,Central_Hospital,Dispensary,0.0,Nutrition Staff
458,R01,MaleCirc,Central_Hospital,Dispensary,0.0,Radiographer
459,R02,MaleCirc,Central_Hospital,Dispensary,0.0,Radiography Technician
460,R03,MaleCirc,Central_Hospital,Dispensary,0.0,Sonographer
461,R04,MaleCirc,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
462,M01,NewAdult,Central_Hospital,Dispensary,6.0,Medical officer
463,M02,NewAdult,Central_Hospital,Dispensary,6.0,Clinical Officer
464,N01,NewAdult,Central_Hospital,Dispensary,4.0,Nurse Officer
465,N02,NewAdult,Central_Hospital,Dispensary,4.0,Md Wife Tech
466,M03,NewAdult,Central_Hospital,Dispensary,0.0,Med. Assistant
467,P01,NewAdult,Central_Hospital,Dispensary,0.44999999999999996,Pharmacist
468,P02,NewAdult,Central_Hospital,Dispensary,1.0,Pharm Technician
469,P03,NewAdult,Central_Hospital,Dispensary,1.0,Pharm Assist
470,L01,NewAdult,Central_Hospital,Dispensary,0.0,Lab Officer
471,L02,NewAdult,Central_Hospital,Dispensary,0.0,Lab Technocian
472,L03,NewAdult,Central_Hospital,Dispensary,0.0,Lab Assist
473,E01,NewAdult,Central_Hospital,Dispensary,0.0,DCSA
474,D01,NewAdult,Central_Hospital,Dispensary,0.0,Dental Officer
475,D02,NewAdult,Central_Hospital,Dispensary,0.0,Dental Therapist
476,D03,NewAdult,Central_Hospital,Dispensary,0.0,Dental Assistant
477,C01,NewAdult,Central_Hospital,Dispensary,0.0,Mental Health Staff
478,T01,NewAdult,Central_Hospital,Dispensary,0.0,Nutrition Staff
479,R01,NewAdult,Central_Hospital,Dispensary,0.0,Radiographer
480,R02,NewAdult,Central_Hospital,Dispensary,0.0,Radiography Technician
481,R03,NewAdult,Central_Hospital,Dispensary,0.0,Sonographer
482,R04,NewAdult,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
483,M01,EstMedCom,Central_Hospital,Dispensary,4.5,Medical officer
484,M02,EstMedCom,Central_Hospital,Dispensary,7.5,Clinical Officer
485,N01,EstMedCom,Central_Hospital,Dispensary,0.0,Nurse Officer
486,N02,EstMedCom,Central_Hospital,Dispensary,6.0,Md Wife Tech
487,M03,EstMedCom,Central_Hospital,Dispensary,0.0,Med. Assistant
488,P01,EstMedCom,Central_Hospital,Dispensary,0.0,Pharmacist
489,P02,EstMedCom,Central_Hospital,Dispensary,0.75,Pharm Technician
490,P03,EstMedCom,Central_Hospital,Dispensary,0.75,Pharm Assist
491,L01,EstMedCom,Central_Hospital,Dispensary,0.0,Lab Officer
492,L02,EstMedCom,Central_Hospital,Dispensary,0.0,Lab Technocian
493,L03,EstMedCom,Central_Hospital,Dispensary,0.0,Lab Assist
494,E01,EstMedCom,Central_Hospital,Dispensary,0.0,DCSA
495,D01,EstMedCom,Central_Hospital,Dispensary,0.0,Dental Officer
496,D02,EstMedCom,Central_Hospital,Dispensary,0.0,Dental Therapist
497,D03,EstMedCom,Central_Hospital,Dispensary,0.0,Dental Assistant
498,C01,EstMedCom,Central_Hospital,Dispensary,0.0,Mental Health Staff
499,T01,EstMedCom,Central_Hospital,Dispensary,0.0,Nutrition Staff
500,R01,EstMedCom,Central_Hospital,Dispensary,0.0,Radiographer
501,R02,EstMedCom,Central_Hospital,Dispensary,0.0,Radiography Technician
502,R03,EstMedCom,Central_Hospital,Dispensary,0.0,Sonographer
503,R04,EstMedCom,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
504,M01,EstNonCom,Central_Hospital,Dispensary,0.0,Medical officer
505,M02,EstNonCom,Central_Hospital,Dispensary,7.0,Clinical Officer
506,N01,EstNonCom,Central_Hospital,Dispensary,0.0,Nurse Officer
507,N02,EstNonCom,Central_Hospital,Dispensary,3.0,Md Wife Tech
508,M03,EstNonCom,Central_Hospital,Dispensary,,Med. Assistant
509,P01,EstNonCom,Central_Hospital,Dispensary,0.0,Pharmacist
510,P02,EstNonCom,Central_Hospital,Dispensary,0.75,Pharm Technician
511,P03,EstNonCom,Central_Hospital,Dispensary,0.75,Pharm Assist
512,L01,EstNonCom,Central_Hospital,Dispensary,0.0,Lab Officer
513,L02,EstNonCom,Central_Hospital,Dispensary,0.0,Lab Technocian
514,L03,EstNonCom,Central_Hospital,Dispensary,0.0,Lab Assist
515,E01,EstNonCom,Central_Hospital,Dispensary,0.0,DCSA
516,D01,EstNonCom,Central_Hospital,Dispensary,0.0,Dental Officer
517,D02,EstNonCom,Central_Hospital,Dispensary,0.0,Dental Therapist
518,D03,EstNonCom,Central_Hospital,Dispensary,0.0,Dental Assistant
519,C01,EstNonCom,Central_Hospital,Dispensary,0.0,Mental Health Staff
520,T01,EstNonCom,Central_Hospital,Dispensary,0.0,Nutrition Staff
521,R01,EstNonCom,Central_Hospital,Dispensary,0.0,Radiographer
522,R02,EstNonCom,Central_Hospital,Dispensary,0.0,Radiography Technician
523,R03,EstNonCom,Central_Hospital,Dispensary,0.0,Sonographer
524,R04,EstNonCom,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
525,M01,PMTCT,Central_Hospital,Dispensary,3.0,Medical officer
526,M02,PMTCT,Central_Hospital,Dispensary,3.0,Clinical Officer
527,N01,PMTCT,Central_Hospital,Dispensary,10.0,Nurse Officer
528,N02,PMTCT,Central_Hospital,Dispensary,10.0,Md Wife Tech
529,M03,PMTCT,Central_Hospital,Dispensary,0.0,Med. Assistant
530,P01,PMTCT,Central_Hospital,Dispensary,0.44999999999999996,Pharmacist
531,P02,PMTCT,Central_Hospital,Dispensary,1.0,Pharm Technician
532,P03,PMTCT,Central_Hospital,Dispensary,1.0,Pharm Assist
533,L01,PMTCT,Central_Hospital,Dispensary,0.0,Lab Officer
534,L02,PMTCT,Central_Hospital,Dispensary,0.0,Lab Technocian
535,L03,PMTCT,Central_Hospital,Dispensary,0.0,Lab Assist
536,E01,PMTCT,Central_Hospital,Dispensary,0.0,DCSA
537,D01,PMTCT,Central_Hospital,Dispensary,0.0,Dental Officer
538,D02,PMTCT,Central_Hospital,Dispensary,0.0,Dental Therapist
539,D03,PMTCT,Central_Hospital,Dispensary,0.0,Dental Assistant
540,C01,PMTCT,Central_Hospital,Dispensary,0.0,Mental Health Staff
541,T01,PMTCT,Central_Hospital,Dispensary,0.0,Nutrition Staff
542,R01,PMTCT,Central_Hospital,Dispensary,0.0,Radiographer
543,R02,PMTCT,Central_Hospital,Dispensary,0.0,Radiography Technician
544,R03,PMTCT,Central_Hospital,Dispensary,0.0,Sonographer
545,R04,PMTCT,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
546,M01,Peds,Central_Hospital,Dispensary,3.0,Medical officer
547,M02,Peds,Central_Hospital,Dispensary,12.0,Clinical Officer
548,N01,Peds,Central_Hospital,Dispensary,4.5,Nurse Officer
549,N02,Peds,Central_Hospital,Dispensary,0.0,Md Wife Tech
550,M03,Peds,Central_Hospital,Dispensary,0.0,Med. Assistant
551,P01,Peds,Central_Hospital,Dispensary,0.0,Pharmacist
552,P02,Peds,Central_Hospital,Dispensary,1.0,Pharm Technician
553,P03,Peds,Central_Hospital,Dispensary,1.0,Pharm Assist
554,L01,Peds,Central_Hospital,Dispensary,0.0,Lab Officer
555,L02,Peds,Central_Hospital,Dispensary,0.0,Lab Technocian
556,L03,Peds,Central_Hospital,Dispensary,0.0,Lab Assist
557,E01,Peds,Central_Hospital,Dispensary,0.0,DCSA
558,D01,Peds,Central_Hospital,Dispensary,0.0,Dental Officer
559,D02,Peds,Central_Hospital,Dispensary,0.0,Dental Therapist
560,D03,Peds,Central_Hospital,Dispensary,0.0,Dental Assistant
561,C01,Peds,Central_Hospital,Dispensary,0.0,Mental Health Staff
562,T01,Peds,Central_Hospital,Dispensary,0.0,Nutrition Staff
563,R01,Peds,Central_Hospital,Dispensary,0.0,Radiographer
564,R02,Peds,Central_Hospital,Dispensary,0.0,Radiography Technician
565,R03,Peds,Central_Hospital,Dispensary,0.0,Sonographer
566,R04,Peds,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
567,M01,LabHaem,Central_Hospital,Dispensary,0.0,Medical officer
568,M02,LabHaem,Central_Hospital,Dispensary,0.0,Clinical Officer
569,N01,LabHaem,Central_Hospital,Dispensary,0.0,Nurse Officer
570,N02,LabHaem,Central_Hospital,Dispensary,0.0,Md Wife Tech
571,M03,LabHaem,Central_Hospital,Dispensary,0.0,Med. Assistant
572,P01,LabHaem,Central_Hospital,Dispensary,0.0,Pharmacist
573,P02,LabHaem,Central_Hospital,Dispensary,0.0,Pharm Technician
574,P03,LabHaem,Central_Hospital,Dispensary,0.0,Pharm Assist
575,L01,LabHaem,Central_Hospital,Dispensary,2.5,Lab Officer
576,L02,LabHaem,Central_Hospital,Dispensary,4.5,Lab Technocian
577,L03,LabHaem,Central_Hospital,Dispensary,4.5,Lab Assist
578,E01,LabHaem,Central_Hospital,Dispensary,0.0,DCSA
579,D01,LabHaem,Central_Hospital,Dispensary,0.0,Dental Officer
580,D02,LabHaem,Central_Hospital,Dispensary,0.0,Dental Therapist
581,D03,LabHaem,Central_Hospital,Dispensary,0.0,Dental Assistant
582,C01,LabHaem,Central_Hospital,Dispensary,0.0,Mental Health Staff
583,T01,LabHaem,Central_Hospital,Dispensary,0.0,Nutrition Staff
584,R01,LabHaem,Central_Hospital,Dispensary,0.0,Radiographer
585,R02,LabHaem,Central_Hospital,Dispensary,0.0,Radiography Technician
586,R03,LabHaem,Central_Hospital,Dispensary,0.0,Sonographer
587,R04,LabHaem,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
588,M01,LabPOC,Central_Hospital,Dispensary,0.0,Medical officer
589,M02,LabPOC,Central_Hospital,Dispensary,0.0,Clinical Officer
590,N01,LabPOC,Central_Hospital,Dispensary,0.0,Nurse Officer
591,N02,LabPOC,Central_Hospital,Dispensary,0.0,Md Wife Tech
592,M03,LabPOC,Central_Hospital,Dispensary,0.0,Med. Assistant
593,P01,LabPOC,Central_Hospital,Dispensary,0.0,Pharmacist
594,P02,LabPOC,Central_Hospital,Dispensary,0.0,Pharm Technician
595,P03,LabPOC,Central_Hospital,Dispensary,0.0,Pharm Assist
596,L01,LabPOC,Central_Hospital,Dispensary,0.0,Lab Officer
597,L02,LabPOC,Central_Hospital,Dispensary,5.0,Lab Technocian
598,L03,LabPOC,Central_Hospital,Dispensary,5.0,Lab Assist
599,E01,LabPOC,Central_Hospital,Dispensary,0.0,DCSA
600,D01,LabPOC,Central_Hospital,Dispensary,0.0,Dental Officer
601,D02,LabPOC,Central_Hospital,Dispensary,0.0,Dental Therapist
602,D03,LabPOC,Central_Hospital,Dispensary,0.0,Dental Assistant
603,C01,LabPOC,Central_Hospital,Dispensary,0.0,Mental Health Staff
604,T01,LabPOC,Central_Hospital,Dispensary,0.0,Nutrition Staff
605,R01,LabPOC,Central_Hospital,Dispensary,0.0,Radiographer
606,R02,LabPOC,Central_Hospital,Dispensary,0.0,Radiography Technician
607,R03,LabPOC,Central_Hospital,Dispensary,0.0,Sonographer
608,R04,LabPOC,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
609,M01,LabParasit,Central_Hospital,Dispensary,0.0,Medical officer
610,M02,LabParasit,Central_Hospital,Dispensary,0.0,Clinical Officer
611,N01,LabParasit,Central_Hospital,Dispensary,0.0,Nurse Officer
612,N02,LabParasit,Central_Hospital,Dispensary,0.0,Md Wife Tech
613,M03,LabParasit,Central_Hospital,Dispensary,0.0,Med. Assistant
614,P01,LabParasit,Central_Hospital,Dispensary,0.0,Pharmacist
615,P02,LabParasit,Central_Hospital,Dispensary,0.0,Pharm Technician
616,P03,LabParasit,Central_Hospital,Dispensary,0.0,Pharm Assist
617,L01,LabParasit,Central_Hospital,Dispensary,3.75,Lab Officer
618,L02,LabParasit,Central_Hospital,Dispensary,6.75,Lab Technocian
619,L03,LabParasit,Central_Hospital,Dispensary,6.75,Lab Assist
620,E01,LabParasit,Central_Hospital,Dispensary,0.0,DCSA
621,D01,LabParasit,Central_Hospital,Dispensary,0.0,Dental Officer
622,D02,LabParasit,Central_Hospital,Dispensary,0.0,Dental Therapist
623,D03,LabParasit,Central_Hospital,Dispensary,0.0,Dental Assistant
624,C01,LabParasit,Central_Hospital,Dispensary,0.0,Mental Health Staff
625,T01,LabParasit,Central_Hospital,Dispensary,0.0,Nutrition Staff
626,R01,LabParasit,Central_Hospital,Dispensary,0.0,Radiographer
627,R02,LabParasit,Central_Hospital,Dispensary,0.0,Radiography Technician
628,R03,LabParasit,Central_Hospital,Dispensary,0.0,Sonographer
629,R04,LabParasit,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
630,M01,LabBiochem,Central_Hospital,Dispensary,0.0,Medical officer
631,M02,LabBiochem,Central_Hospital,Dispensary,0.0,Clinical Officer
632,N01,LabBiochem,Central_Hospital,Dispensary,0.0,Nurse Officer
633,N02,LabBiochem,Central_Hospital,Dispensary,0.0,Md Wife Tech
634,M03,LabBiochem,Central_Hospital,Dispensary,0.0,Med. Assistant
635,P01,LabBiochem,Central_Hospital,Dispensary,0.0,Pharmacist
636,P02,LabBiochem,Central_Hospital,Dispensary,0.0,Pharm Technician
637,P03,LabBiochem,Central_Hospital,Dispensary,0.0,Pharm Assist
638,L01,LabBiochem,Central_Hospital,Dispensary,2.5,Lab Officer
639,L02,LabBiochem,Central_Hospital,Dispensary,4.5,Lab Technocian
640,L03,LabBiochem,Central_Hospital,Dispensary,4.5,Lab Assist
641,E01,LabBiochem,Central_Hospital,Dispensary,0.0,DCSA
642,D01,LabBiochem,Central_Hospital,Dispensary,0.0,Dental Officer
643,D02,LabBiochem,Central_Hospital,Dispensary,0.0,Dental Therapist
644,D03,LabBiochem,Central_Hospital,Dispensary,0.0,Dental Assistant
645,C01,LabBiochem,Central_Hospital,Dispensary,0.0,Mental Health Staff
646,T01,LabBiochem,Central_Hospital,Dispensary,0.0,Nutrition Staff
647,R01,LabBiochem,Central_Hospital,Dispensary,0.0,Radiographer
648,R02,LabBiochem,Central_Hospital,Dispensary,0.0,Radiography Technician
649,R03,LabBiochem,Central_Hospital,Dispensary,0.0,Sonographer
650,R04,LabBiochem,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
651,M01,LabMicrobio,Central_Hospital,Dispensary,0.0,Medical officer
652,M02,LabMicrobio,Central_Hospital,Dispensary,0.0,Clinical Officer
653,N01,LabMicrobio,Central_Hospital,Dispensary,0.0,Nurse Officer
654,N02,LabMicrobio,Central_Hospital,Dispensary,0.0,Md Wife Tech
655,M03,LabMicrobio,Central_Hospital,Dispensary,0.0,Med. Assistant
656,P01,LabMicrobio,Central_Hospital,Dispensary,0.0,Pharmacist
657,P02,LabMicrobio,Central_Hospital,Dispensary,0.0,Pharm Technician
658,P03,LabMicrobio,Central_Hospital,Dispensary,0.0,Pharm Assist
659,L01,LabMicrobio,Central_Hospital,Dispensary,3.75,Lab Officer
660,L02,LabMicrobio,Central_Hospital,Dispensary,6.75,Lab Technocian
661,L03,LabMicrobio,Central_Hospital,Dispensary,6.75,Lab Assist
662,E01,LabMicrobio,Central_Hospital,Dispensary,0.0,DCSA
663,D01,LabMicrobio,Central_Hospital,Dispensary,0.0,Dental Officer
664,D02,LabMicrobio,Central_Hospital,Dispensary,0.0,Dental Therapist
665,D03,LabMicrobio,Central_Hospital,Dispensary,0.0,Dental Assistant
666,C01,LabMicrobio,Central_Hospital,Dispensary,0.0,Mental Health Staff
667,T01,LabMicrobio,Central_Hospital,Dispensary,0.0,Nutrition Staff
668,R01,LabMicrobio,Central_Hospital,Dispensary,0.0,Radiographer
669,R02,LabMicrobio,Central_Hospital,Dispensary,0.0,Radiography Technician
670,R03,LabMicrobio,Central_Hospital,Dispensary,0.0,Sonographer
671,R04,LabMicrobio,Central_Hospital,Dispensary,0.0,Radiotherapy Technician
672,M01,LabMolec,Central_Hospital,Dispensary,0.0,Medical officer
673,M02,LabMolec,Central_Hospital,Dispensary,0.0,Clinical Officer
674,N01,LabMolec,Central_Hospital,Dispensary,0.0,Nurse Officer
675,N02,LabMolec,Central_Hospital,Dispensary,0.0,Md Wife Tech
676,M03,LabMolec,Central_Hospital,Dispensary,0.0,Med. Assistant
677,P01,LabMolec,Central_Hospital,Dispensary,0.0,Pharmacist
678,P02,LabMolec,Central_Hospital,Dispensary,0.0,Pharm Technician
679,P03,LabMolec,Central_Hospital,Dispensary,0.0,Pharm Assist
680,L01,LabMolec,Central_Hospital,Dispensary,10.0,Lab Officer
681,L02,LabMolec,Central_Hospital,Dispensary,5.0,Lab Technocian
682,L03,LabMolec,Central_Hospital,Dispensary,7.0,Lab Assist
683,E01,LabMolec,Central_Hospital,Dispensary,0.0,DCSA
684,D01,LabMolec,Central_Hospital,Dispensary,0.0,Dental Officer
685,D02,LabMolec,Central_Hospital,Dispensary,0.0,Dental Therapist
686,D03,LabMolec,Central_Hospital,Dispensary,0.0,Dental Assistant
687,C01,LabMolec,Central_Hospital,Dispensary,0.0,Mental Health Staff
688,T01,LabMolec,Central_Hospital,Dispensary,0.0,Nutrition Staff
689,R01,LabMolec,Central_Hospital,Dispensary,0.0,Radiographer
690,R02,LabMolec,Central_Hospital,Dispensary,0.0,Radiography Technician
