Staff,District,Officer,Staff_ID
627,Blantyre,Medical Officer / Specialist,627
628,Blantyre,Medical Officer / Specialist,628
629,Blantyre,Medical Officer / Specialist,629
630,Blantyre,Medical Officer / Specialist,630
631,Blantyre,Medical Officer / Specialist,631
632,Blantyre,Medical Officer / Specialist,632
633,Blantyre,Medical Officer / Specialist,633
634,Blantyre,Medical Officer / Specialist,634
635,Blantyre,Medical Officer / Specialist,635
636,Blantyre,Medical Officer / Specialist,636
637,Blantyre,Medical Officer / Specialist,637
638,Blantyre,Medical Officer / Specialist,638
639,Blantyre,Medical Officer / Specialist,639
640,Blantyre,Medical Officer / Specialist,640
641,Blantyre,Medical Officer / Specialist,641
642,Blantyre,Medical Officer / Specialist,642
643,Blantyre,Medical Officer / Specialist,643
644,Blantyre,Medical Officer / Specialist,644
645,Blantyre,Medical Officer / Specialist,645
646,Blantyre,Medical Officer / Specialist,646
647,Blantyre,Medical Officer / Specialist,647
648,Blantyre,Medical Officer / Specialist,648
649,Blantyre,Medical Officer / Specialist,649
650,Blantyre,Medical Officer / Specialist,650
651,Blantyre,Medical Officer / Specialist,651
652,Blantyre,Medical Officer / Specialist,652
653,Blantyre,Medical Officer / Specialist,653
654,Blantyre,Medical Officer / Specialist,654
655,Blantyre,Medical Officer / Specialist,655
656,Blantyre,Medical Officer / Specialist,656
657,Blantyre,Medical Officer / Specialist,657
658,Blantyre,Medical Officer / Specialist,658
659,Blantyre,Medical Officer / Specialist,659
660,Blantyre,Medical Officer / Specialist,660
661,Blantyre,Medical Officer / Specialist,661
662,Blantyre,Medical Officer / Specialist,662
663,Blantyre,Medical Officer / Specialist,663
664,Blantyre,Medical Officer / Specialist,664
665,Blantyre,Medical Officer / Specialist,665
666,Blantyre,Medical Officer / Specialist,666
667,Blantyre,Medical Officer / Specialist,667
668,Blantyre,Medical Officer / Specialist,668
669,Blantyre,Medical Officer / Specialist,669
670,Blantyre,Medical Officer / Specialist,670
671,Blantyre,Medical Officer / Specialist,671
672,Blantyre,Medical Officer / Specialist,672
673,Blantyre,Medical Officer / Specialist,673
674,Blantyre,Medical Officer / Specialist,674
675,Blantyre,Medical Officer / Specialist,675
676,Zomba,Medical Officer / Specialist,676
677,Zomba,Medical Officer / Specialist,677
678,Zomba,Medical Officer / Specialist,678
679,Zomba,Medical Officer / Specialist,679
680,Zomba,Medical Officer / Specialist,680
681,Zomba,Medical Officer / Specialist,681
682,Zomba,Medical Officer / Specialist,682
683,Zomba,Medical Officer / Specialist,683
684,Zomba,Medical Officer / Specialist,684
685,Zomba,Medical Officer / Specialist,685
686,Zomba,Medical Officer / Specialist,686
687,Zomba,Medical Officer / Specialist,687
688,Zomba,Medical Officer / Specialist,688
689,Zomba,Medical Officer / Specialist,689
690,Zomba,Medical Officer / Specialist,690
691,Zomba,Medical Officer / Specialist,691
692,Zomba,Medical Officer / Specialist,692
693,Zomba,Medical Officer / Specialist,693
694,Zomba,Medical Officer / Specialist,694
695,Zomba,Medical Officer / Specialist,695
696,Zomba,Medical Officer / Specialist,696
697,Zomba,Medical Officer / Specialist,697
698,Zomba,Medical Officer / Specialist,698
699,Zomba,Medical Officer / Specialist,699
700,Zomba,Medical Officer / Specialist,700
701,Zomba,Medical Officer / Specialist,701
702,Zomba,Medical Officer / Specialist,702
703,Zomba,Medical Officer / Specialist,703
704,Zomba,Medical Officer / Specialist,704
705,Zomba,Medical Officer / Specialist,705
706,Zomba,Medical Officer / Specialist,706
707,Zomba,Medical Officer / Specialist,707
708,Zomba,Medical Officer / Specialist,708
709,Zomba,Medical Officer / Specialist,709
710,Zomba,Medical Officer / Specialist,710
711,Zomba,Medical Officer / Specialist,711
712,Zomba,Medical Officer / Specialist,712
713,Zomba,Medical Officer / Specialist,713
714,Zomba,Medical Officer / Specialist,714
715,Zomba,Medical Officer / Specialist,715
716,Zomba,Medical Officer / Specialist,716
717,Zomba,Medical Officer / Specialist,717
718,Zomba,Medical Officer / Specialist,718
719,Zomba,Medical Officer / Specialist,719
720,Zomba,Medical Officer / Specialist,720
721,Zomba,Medical Officer / Specialist,721
722,Zomba,Medical Officer / Specialist,722
723,Zomba,Medical Officer / Specialist,723
724,Zomba,Medical Officer / Specialist,724
725,Zomba,Medical Officer / Specialist,725
726,Zomba,Medical Officer / Specialist,726
727,Zomba,Medical Officer / Specialist,727
728,Zomba,Medical Officer / Specialist,728
729,Zomba,Medical Officer / Specialist,729
730,Zomba,Medical Officer / Specialist,730
731,Zomba,Medical Officer / Specialist,731
732,Zomba,Medical Officer / Specialist,732
733,Zomba,Medical Officer / Specialist,733
734,Zomba,Medical Officer / Specialist,734
735,Zomba,Medical Officer / Specialist,735
736,Zomba,Medical Officer / Specialist,736
737,Zomba,Medical Officer / Specialist,737
738,Zomba,Medical Officer / Specialist,738
739,Zomba,Medical Officer / Specialist,739
740,Zomba,Medical Officer / Specialist,740
741,Zomba,Medical Officer / Specialist,741
742,Zomba,Medical Officer / Specialist,742
743,Zomba,Medical Officer / Specialist,743
744,Zomba,Medical Officer / Specialist,744
745,Zomba,Medical Officer / Specialist,745
746,Zomba,Medical Officer / Specialist,746
747,Zomba,Medical Officer / Specialist,747
748,Zomba,Medical Officer / Specialist,748
749,Zomba,Medical Officer / Specialist,749
750,Zomba,Medical Officer / Specialist,750
751,Zomba,Medical Officer / Specialist,751
752,Zomba,Medical Officer / Specialist,752
753,Zomba,Medical Officer / Specialist,753
754,Zomba,Medical Officer / Specialist,754
755,Zomba,Medical Officer / Specialist,755
756,Zomba,Medical Officer / Specialist,756
757,Zomba,Medical Officer / Specialist,757
758,Zomba,Medical Officer / Specialist,758
759,Zomba,Medical Officer / Specialist,759
760,Zomba,Medical Officer / Specialist,760
761,Zomba,Medical Officer / Specialist,761
762,Zomba,Medical Officer / Specialist,762
763,Zomba,Medical Officer / Specialist,763
764,Zomba,Medical Officer / Specialist,764
765,Zomba,Medical Officer / Specialist,765
766,Zomba,Medical Officer / Specialist,766
767,Zomba,Medical Officer / Specialist,767
768,Zomba,Medical Officer / Specialist,768
769,Zomba,Medical Officer / Specialist,769
770,Zomba,Medical Officer / Specialist,770
771,Zomba,Medical Officer / Specialist,771
772,Zomba,Medical Officer / Specialist,772
773,Zomba,Medical Officer / Specialist,773
774,Zomba,Medical Officer / Specialist,774
775,Zomba,Medical Officer / Specialist,775
776,Zomba,Medical Officer / Specialist,776
777,Zomba,Medical Officer / Specialist,777
778,Zomba,Medical Officer / Specialist,778
779,Zomba,Medical Officer / Specialist,779
780,Zomba,Medical Officer / Specialist,780
781,Zomba,Medical Officer / Specialist,781
782,Zomba,Medical Officer / Specialist,782
783,Zomba,Medical Officer / Specialist,783
784,Zomba,Medical Officer / Specialist,784
785,Zomba,Medical Officer / Specialist,785
786,Zomba,Medical Officer / Specialist,786
787,Balaka,Clinical Officer / Technician,787
788,Balaka,Clinical Officer / Technician,788
789,Balaka,Clinical Officer / Technician,789
790,Balaka,Clinical Officer / Technician,790
791,Balaka,Clinical Officer / Technician,791
792,Balaka,Clinical Officer / Technician,792
793,Balaka,Clinical Officer / Technician,793
794,Balaka,Clinical Officer / Technician,794
795,Balaka,Clinical Officer / Technician,795
796,Balaka,Clinical Officer / Technician,796
797,Balaka,Clinical Officer / Technician,797
798,Balaka,Clinical Officer / Technician,798
799,Balaka,Clinical Officer / Technician,799
800,Balaka,Clinical Officer / Technician,800
801,Balaka,Clinical Officer / Technician,801
802,Balaka,Clinical Officer / Technician,802
803,Balaka,Clinical Officer / Technician,803
804,Balaka,Clinical Officer / Technician,804
805,Balaka,Clinical Officer / Technician,805
806,Balaka,Clinical Officer / Technician,806
807,Balaka,Clinical Officer / Technician,807
808,Balaka,Clinical Officer / Technician,808
809,Balaka,Clinical Officer / Technician,809
810,Balaka,Clinical Officer / Technician,810
811,Balaka,Clinical Officer / Technician,811
812,Balaka,Clinical Officer / Technician,812
813,Balaka,Clinical Officer / Technician,813
814,Balaka,Clinical Officer / Technician,814
815,Balaka,Clinical Officer / Technician,815
816,Balaka,Clinical Officer / Technician,816
817,Balaka,Clinical Officer / Technician,817
818,Balaka,Clinical Officer / Technician,818
819,Balaka,Clinical Officer / Technician,819
820,Balaka,Clinical Officer / Technician,820
821,Balaka,Clinical Officer / Technician,821
822,Balaka,Clinical Officer / Technician,822
823,Balaka,Clinical Officer / Technician,823
824,Balaka,Clinical Officer / Technician,824
825,Balaka,Clinical Officer / Technician,825
826,Balaka,Clinical Officer / Technician,826
827,Balaka,Clinical Officer / Technician,827
828,Balaka,Clinical Officer / Technician,828
829,Balaka,Clinical Officer / Technician,829
830,Balaka,Clinical Officer / Technician,830
831,Balaka,Clinical Officer / Technician,831
832,Balaka,Clinical Officer / Technician,832
833,Balaka,Clinical Officer / Technician,833
834,Balaka,Clinical Officer / Technician,834
835,Balaka,Clinical Officer / Technician,835
836,Balaka,Clinical Officer / Technician,836
837,Balaka,Clinical Officer / Technician,837
838,Balaka,Clinical Officer / Technician,838
839,Balaka,Clinical Officer / Technician,839
840,Balaka,Clinical Officer / Technician,840
841,Balaka,Clinical Officer / Technician,841
842,Balaka,Clinical Officer / Technician,842
843,Balaka,Clinical Officer / Technician,843
844,Balaka,Clinical Officer / Technician,844
845,Balaka,Clinical Officer / Technician,845
846,Balaka,Clinical Officer / Technician,846
847,Balaka,Clinical Officer / Technician,847
848,Balaka,Clinical Officer / Technician,848
849,Balaka,Clinical Officer / Technician,849
850,Balaka,Clinical Officer / Technician,850
851,Balaka,Clinical Officer / Technician,851
852,Balaka,Clinical Officer / Technician,852
853,Balaka,Clinical Officer / Technician,853
854,Balaka,Clinical Officer / Technician,854
855,Balaka,Clinical Officer / Technician,855
856,Balaka,Clinical Officer / Technician,856
857,Balaka,Clinical Officer / Technician,857
858,Balaka,Clinical Officer / Technician,858
859,Balaka,Clinical Officer / Technician,859
860,Balaka,Clinical Officer / Technician,860
861,Balaka,Clinical Officer / Technician,861
862,Balaka,Clinical Officer / Technician,862
863,Balaka,Clinical Officer / Technician,863
864,Balaka,Clinical Officer / Technician,864
865,Balaka,Clinical Officer / Technician,865
866,Balaka,Clinical Officer / Technician,866
867,Balaka,Clinical Officer / Technician,867
868,Balaka,Clinical Officer / Technician,868
869,Balaka,Clinical Officer / Technician,869
870,Balaka,Clinical Officer / Technician,870
871,Balaka,Clinical Officer / Technician,871
872,Balaka,Clinical Officer / Technician,872
873,Balaka,Clinical Officer / Technician,873
874,Balaka,Clinical Officer / Technician,874
875,Balaka,Clinical Officer / Technician,875
876,Balaka,Clinical Officer / Technician,876
877,Balaka,Clinical Officer / Technician,877
878,Balaka,Clinical Officer / Technician,878
879,Balaka,Clinical Officer / Technician,879
880,Balaka,Clinical Officer / Technician,880
881,Balaka,Clinical Officer / Technician,881
882,Balaka,Clinical Officer / Technician,882
883,Balaka,Clinical Officer / Technician,883
884,Balaka,Clinical Officer / Technician,884
885,Balaka,Clinical Officer / Technician,885
886,Balaka,Clinical Officer / Technician,886
887,Balaka,Clinical Officer / Technician,887
888,Balaka,Clinical Officer / Technician,888
889,Balaka,Clinical Officer / Technician,889
890,Blantyre,Clinical Officer / Technician,890
891,Blantyre,Clinical Officer / Technician,891
892,Blantyre,Clinical Officer / Technician,892
893,Blantyre,Clinical Officer / Technician,893
894,Blantyre,Clinical Officer / Technician,894
895,Blantyre,Clinical Officer / Technician,895
896,Blantyre,Clinical Officer / Technician,896
897,Blantyre,Clinical Officer / Technician,897
898,Blantyre,Clinical Officer / Technician,898
899,Blantyre,Clinical Officer / Technician,899
900,Blantyre,Clinical Officer / Technician,900
901,Blantyre,Clinical Officer / Technician,901
902,Blantyre,Clinical Officer / Technician,902
903,Blantyre,Clinical Officer / Technician,903
904,Blantyre,Clinical Officer / Technician,904
905,Blantyre,Clinical Officer / Technician,905
906,Blantyre,Clinical Officer / Technician,906
907,Blantyre,Clinical Officer / Technician,907
908,Blantyre,Clinical Officer / Technician,908
909,Blantyre,Clinical Officer / Technician,909
910,Blantyre,Clinical Officer / Technician,910
911,Blantyre,Clinical Officer / Technician,911
912,Blantyre,Clinical Officer / Technician,912
913,Blantyre,Clinical Officer / Technician,913
914,Blantyre,Clinical Officer / Technician,914
915,Blantyre,Clinical Officer / Technician,915
916,Blantyre,Clinical Officer / Technician,916
917,Blantyre,Clinical Officer / Technician,917
918,Blantyre,Clinical Officer / Technician,918
919,Blantyre,Clinical Officer / Technician,919
920,Blantyre,Clinical Officer / Technician,920
921,Blantyre,Clinical Officer / Technician,921
922,Blantyre,Clinical Officer / Technician,922
923,Blantyre,Clinical Officer / Technician,923
924,Blantyre,Clinical Officer / Technician,924
925,Blantyre,Clinical Officer / Technician,925
926,Blantyre,Clinical Officer / Technician,926
927,Blantyre,Clinical Officer / Technician,927
928,Blantyre,Clinical Officer / Technician,928
929,Blantyre,Clinical Officer / Technician,929
930,Blantyre,Clinical Officer / Technician,930
931,Blantyre,Clinical Officer / Technician,931
932,Blantyre,Clinical Officer / Technician,932
933,Blantyre,Clinical Officer / Technician,933
934,Blantyre,Clinical Officer / Technician,934
935,Blantyre,Clinical Officer / Technician,935
936,Blantyre,Clinical Officer / Technician,936
937,Blantyre,Clinical Officer / Technician,937
938,Blantyre,Clinical Officer / Technician,938
939,Blantyre,Clinical Officer / Technician,939
940,Blantyre,Clinical Officer / Technician,940
941,Blantyre,Clinical Officer / Technician,941
942,Blantyre,Clinical Officer / Technician,942
943,Blantyre,Clinical Officer / Technician,943
944,Blantyre,Clinical Officer / Technician,944
945,Blantyre,Clinical Officer / Technician,945
946,Blantyre,Clinical Officer / Technician,946
947,Blantyre,Clinical Officer / Technician,947
948,Blantyre,Clinical Officer / Technician,948
949,Blantyre,Clinical Officer / Technician,949
950,Blantyre,Clinical Officer / Technician,950
951,Blantyre,Clinical Officer / Technician,951
952,Blantyre,Clinical Officer / Technician,952
953,Blantyre,Clinical Officer / Technician,953
954,Blantyre,Clinical Officer / Technician,954
955,Blantyre,Clinical Officer / Technician,955
956,Blantyre,Clinical Officer / Technician,956
957,Blantyre,Clinical Officer / Technician,957
958,Blantyre,Clinical Officer / Technician,958
959,Blantyre,Clinical Officer / Technician,959
960,Blantyre,Clinical Officer / Technician,960
961,Blantyre,Clinical Officer / Technician,961
962,Blantyre,Clinical Officer / Technician,962
963,Blantyre,Clinical Officer / Technician,963
964,Blantyre,Clinical Officer / Technician,964
965,Blantyre,Clinical Officer / Technician,965
966,Blantyre,Clinical Officer / Technician,966
967,Blantyre,Clinical Officer / Technician,967
968,Blantyre,Clinical Officer / Technician,968
969,Blantyre,Clinical Officer / Technician,969
970,Blantyre,Clinical Officer / Technician,970
971,Blantyre,Clinical Officer / Technician,971
972,Blantyre,Clinical Officer / Technician,972
973,Blantyre,Clinical Officer / Technician,973
974,Blantyre,Clinical Officer / Technician,974
975,Blantyre,Clinical Officer / Technician,975
976,Blantyre,Clinical Officer / Technician,976
977,Blantyre,Clinical Officer / Technician,977
978,Blantyre,Clinical Officer / Technician,978
979,Blantyre,Clinical Officer / Technician,979
980,Blantyre,Clinical Officer / Technician,980
981,Blantyre,Clinical Officer / Technician,981
982,Blantyre,Clinical Officer / Technician,982
983,Blantyre,Clinical Officer / Technician,983
984,Blantyre,Clinical Officer / Technician,984
985,Blantyre,Clinical Officer / Technician,985
986,Blantyre,Clinical Officer / Technician,986
987,Blantyre,Clinical Officer / Technician,987
988,Blantyre,Clinical Officer / Technician,988
989,Blantyre,Clinical Officer / Technician,989
990,Blantyre,Clinical Officer / Technician,990
991,Blantyre,Clinical Officer / Technician,991
992,Blantyre,Clinical Officer / Technician,992
993,Blantyre,Clinical Officer / Technician,993
994,Blantyre,Clinical Officer / Technician,994
995,Blantyre,Clinical Officer / Technician,995
996,Blantyre,Clinical Officer / Technician,996
997,Blantyre,Clinical Officer / Technician,997
998,Blantyre,Clinical Officer / Technician,998
999,Blantyre,Clinical Officer / Technician,999
1000,Blantyre,Clinical Officer / Technician,1000
1001,Blantyre,Clinical Officer / Technician,1001
