person_responsible,module_name,intervention_description,item_code,consumable_name_tlo,matching_status,consumable_name_lmis,comments_sm,verified_by_DM_lead,match_level1,match_level2,Comments_DM Leads,check with pharmacist? (Y/N),notes_on_openlmis_mapping,item_code_hhfa,item_hhfa_for_data_validation,item_hhfa_for_scenario_generation,hhfa_mapping_rationale_for_scenario_generation,notes_on_hhfa_mapping
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Abacavir/Lamivudine (ABC/3TC), 60+30mg",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Stavudine (d4T) + Lamivudine (3TC), 6mg +30mg, 60''s (3P)",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Zidovudine (AZT) + Lamivudine (3TC), 60mg+30mg, 60''s (4P)",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Zidovudine/Lamivudine (AZT/3TC), 60+30mg",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Efavirenz (EFV), 200mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Efavirenz (EFV), 200mg, 90''s (3P)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Lopinavir (LPV/r), 100mg + 25mg, 60''s (9P)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Lopinavir/Ritonavir(LPV/r ), 100+25mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Lopinavir/Ritonavir(LPV/r ), 40+10mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Nevirapine (NVP), 50mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Nevirapine 50mg, 60''s",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Zidovudine(AZT) + Lamivudine (3TC) + Nevirapine(NVP), 60mg + 30mg + 50mg, 60''s (2P)",This regimen is relevant for both young and old children,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60+30+50mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Nevirapine (NVP syrup with syringe), 10mg/ml",,Correct,2,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Nevirapine (NVP) Syrup, 10mg/ml",,Correct,2,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Zidovudine(AZT) + Lamivudine (3TC) + Nevirapine(NVP), 60mg + 30mg + 50mg, 60''s (2P)",This regimen is relevant for both young and old children,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60+30+50mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Nevirapine (NVP syrup with syringe), 10mg/ml",,Correct,2,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2673,First line ART regimen: young child,Matched,"Nevirapine (NVP) Syrup, 10mg/ml",,Correct,2,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),90,Halothane (fluothane)_250ml_CMST,Matched,Halothane (fluothane),,Correct,1,1,,,,78,Halothane or isoflurane inhalation,Halothane or isoflurane inhalation,,
Andrew,Epilepsy,Anti-epileptic drugs,278,"Phenobarbital, 100 mg",Matched,Phenobarbitone 30mg,,Correct,1,1,,,,125,Phenobarbital tablet,Phenobarbital tablet,assume average,Mental health
Andrew,Epilepsy,Anti-epileptic drugs,279,Phenytoin sodium 100mg_1000_CMST,Matched,Phenytoin sodium 100mg,,Correct,1,1,,,,126,Phenytoin tablet,Phenytoin tablet,assume average,Mental health
Andrew,Epilepsy,Anti-epileptic drugs,276,Carbamazepine 200mg_1000_CMST,Matched,Carbamazepine 200mg,,Correct,1,1,,,,28,Carbamazepine tablet,Carbamazepine tablet,assume average,Mental health
Andrew,Epilepsy,Anti-epileptic drugs,275,Sodium valproate 200mg_100_CMST,Not matched,,This will be taken from HHFA,,,,,,,159,Valproate sodium tablet,Valproate sodium tablet,assume average,Mental health
Andrew,Depression,Anti-depressant drugs,267,Amitriptyline 25mg_100_CMST,Matched,Amitriptyline 25mg,,Correct,1,1,,,,7,Amitriptyline tablet,Amitriptyline tablet,assume average,Mental health
Andrew,Depression,Anti-depressant drugs,268,Fluoxetine 20mg_1000_CMST,Not matched,,This will be taken from HHFA,,,,,,,63,Fluoxetine tablet,Fluoxetine tablet,assume average,Mental health
Andrew,Oesophageal cancer,Major surgery,286,tbd,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Bladder cancer,Major surgery,287,tbd,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Prostate cancer,Major surgery,288,tbd,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Breast cancer,Major surgery,289,tbd,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Major surgery,290,tbd,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Oesophageal cancer,Investigation of dysphagia,280,Endoscope,Not matched,,Equipment - not in LMIS or HHFA,,,,does not appear in LMIS dataset,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Prostate cancer,Investigation of urinary symptoms,281,Prostate specific antigen test,Not matched,,not in LMIS or HHFA,,,,does not appear in LMIS dataset,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Prostate cancer,Investigation of pelvic pain,281,Prostate specific antigen test,Not matched,,not in LMIS or HHFA,,,,does not appear in LMIS dataset,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Prostate cancer,Prostate biopsy,283,Biopsy,Not matched,,not in LMIS or HHFA,,,,maybe use code for minor surgical procedure,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Breast cancer,Breast biopsy,284,,Not matched,,Should this be the same as item 283?,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Bladder cancer,Cytoscopy,285,Cytoscope,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,equipment
Andrew,Oesophageal cancer,Chemotherapy,239,Cisplatin 50mg Injection,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Oesophageal cancer,Chemotherapy,240,5-Fluorouracil 500mg injection,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Bladder cancer,Chemotherapy,263,"bleomycin powder 15 mg (15,000 IU) (**)_1_IDA",Matched,"Bleomycin Powder for injection (vial), 15,000IU Vial",,Correct,1,1,unsure of which chemotherapy drugs used in practice,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Prostate cancer,Chemotherapy,263,"bleomycin powder 15 mg (15,000 IU) (**)_1_IDA",Matched,Bleomycin 15000iu,,Correct,1,1,unsure of which chemotherapy drugs used in practice,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Breast cancer,Chemotherapy,263,"bleomycin powder 15 mg (15,000 IU) (**)_1_IDA",Remove,,same consumable for different condition,,,,unsure of which chemotherapy drugs used in practice,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Other Adult Cancer,Chemotherapy,263,"bleomycin powder 15 mg (15,000 IU) (**)_1_IDA",Remove,,same consumable for different condition,,,,,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Other Adult Cancer,Chemotherapy,240,5-Fluorouracil 500mg injection,Remove,,same consumable for different condition,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,266,Leucovorin 50mg injection,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,238,"Doxorubicin, 50 mg vial",Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,259,Vincristin 1mg Injection,Matched,"Vincristine inj, 1mg/ml",,Correct,1,1,,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Other Adult Cancer,Chemotherapy,259,Vincristin 1mg Injection,Matched,Vincristine sulphate 1mg PFR,,Correct,1,1,,,,,,,not relevant to logistic regression analysis,Cancer drug
Andrew,Other Adult Cancer,Chemotherapy,260,Paclitaxel 100mg Injection,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,261,"Cyclophosphamide, 1 g",Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,262,"Methylprednisolone acetate sub-conj. 40mg/ml,2ml_each_CMST",Not matched,,not in LMIS or HHFA,,,,,,,128,Prednisolone,Prednisolone,proxy,
Andrew,Other Adult Cancer,Chemotherapy,258,Belomycin 15lu inj,Remove,,"Is this different from ""bleomycin powder 15 mg (15,000 IU) (**)_1_IDA""?",,,,,,,,,,not relevant to logistic regression analysis,
Andrew,Other Adult Cancer,Chemotherapy,264,Vinblastin 10mg injection,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,Chemotherapy,265,Dacarbazine 500mg injection,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,CardioMetabolicDisorders, Dianeal + Dextrose 1.5% intraperitoneal dialysis soln. with minicap_2L_CMST,2064,,Not matched,,not in LMIS or HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,CardioMetabolicDisorders,SeeksEmergencyCareAndGetsTreatment,225,,Not matched,,consumable not specified,,,,,,,66,Furosemide,Furosemide,,
Andrew,CardioMetabolicDisorders,SeeksEmergencyCareAndGetsTreatment,234,,Not matched,,consumable not specified,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Tim H,,,1735,"Praziquantel, 600 mg (donated)",Matched,Praziquantel 600mg,,Correct,1,1,,,,,,,assume average,
Andrew,CardioMetabolicDisorders,,225,Frusemide 40mg_1000_CMST (furosemide),Matched,Frusemide 40mg,,Correct,1,1,,,,66,Furosemide,Furosemide,,
Andrew,CardioMetabolicDisorders,,234,"Simvastatin, 15 mg",Not matched,,Consumable in HHFA,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,4-FDC tablets (R150/H75/Z400/E275),Matched,RHZE 150/75/400/275,Cat. I & III Patient Kit B shorter,Correct,1,1,"combination tablet with rifampicin, isoniazid, pyrazinamide and ethambutol",,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,2-FDC tablets (E400/H150),Matched,Ethambutol 400mg,Cat. I & III Patient Kit B shorter,Correct,1,2,combination tablet with isoniazid and ethambutol,,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,2-FDC tablets (E400/H150),Matched,Isoniazid 100mg,Cat. I & III Patient Kit B shorter,Correct,2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,2-FDC tablets (E400/H150),Matched,Isoniazid 300mg,Cat. I & III Patient Kit B shorter,Correct,2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,2-FDC tablets (E400/H150),Matched,"Isoniazid tablets, 100mg",Cat. I & III Patient Kit B shorter,Correct,2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children shorter regimen,2675,2-FDC tablets (E400/H150),Matched,"Isoniazid tablets, 300mg",Cat. I & III Patient Kit B shorter,Correct,2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,2678,Isoniazid/Rifapentine,Matched,"Isoniazid tablets, 100mg",,Proxy match,1,1,,,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,Isoniazid preventative therapy for HIV+ no TB,2678,Isoniazid/Rifapentine,Matched,"Isoniazid tablets, 300mg",,Proxy match,1,1,,,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Andrew,Other Adult Cancer,,1237,Specimen container,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Andrew,Other Adult Cancer,,1239,Biopsy needle,Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,Cancer
Tara,Malaria,IPT (pregnant women),1124,Fansidar (sulphadoxine / pyrimethamine tab),Matched,"Sulphadoxine 500mg / pyrimethamine 25mg (SP), tablets",,Correct,1,1,,Y,,35,Co-trimoxazole,Sulfadoxine/pyrimethamine,,
Andrew,cancer,,75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Matched,"Gauze, absorbent 90cm X 100m",,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Andrew,cancer,,75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Matched,Gauze swabs 8-ply 10cm x 10cm,,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Andrew,cancer,,75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Matched,"Gauze, absorbent 90cm x 40m",,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Andrew,cancer,,75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Matched,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)",,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Andrew,cancer,,75,"Gauze, swabs 8-ply 10cm x 10cm_100_CMST",Matched,"Dressing, paraffin gauze 9.5cm x 9.5cm (square) 24x20 mesh, 17t/sq, pack of 36",,Other (see comments),1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
